Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000000003,TSPAN6,protein_coding,616,695,376,385,1062,334,353,977
ENSG00000000005,TNMD,protein_coding,0,0,0,0,0,0,0,0
ENSG00000000419,DPM1,protein_coding,4585,5125,5120,5932,3530,1143,1187,2800
ENSG00000000457,SCYL3,protein_coding,763,825,588,649,103,28,34,107
ENSG00000000460,FIRRM,protein_coding,424,546,580,545,444,175,198,487
ENSG00000000938,FGR,protein_coding,2,2,2,1,0,0,0,1
ENSG00000000971,CFH,protein_coding,0,0,1,0,3,1,0,2
ENSG00000001036,FUCA2,protein_coding,236,297,418,585,1091,366,365,926
ENSG00000001084,GCLC,protein_coding,1430,1964,1048,1033,936,301,371,1084
ENSG00000001167,NFYA,protein_coding,6567,7184,5037,5493,2568,798,778,2109
ENSG00000001460,STPG1,protein_coding,282,278,425,514,315,120,129,384
ENSG00000001461,NIPAL3,protein_coding,1666,2017,2217,2770,817,261,335,889
ENSG00000001497,LAS1L,protein_coding,2310,2454,2819,3611,424,151,230,609
ENSG00000001561,ENPP4,protein_coding,1353,1545,1242,1344,1706,560,513,1524
ENSG00000001617,SEMA3F,protein_coding,1233,1194,757,985,272,96,167,424
ENSG00000001626,CFTR,protein_coding,6,2,10,15,0,0,0,2
ENSG00000001629,ANKIB1,protein_coding,2469,2859,2494,2749,1303,413,466,1265
ENSG00000001630,CYP51A1,protein_coding,125,166,172,195,100,28,41,103
ENSG00000001631,KRIT1,protein_coding,653,779,732,749,254,90,97,294
ENSG00000002016,RAD52,protein_coding,505,661,664,775,176,45,76,201
ENSG00000002330,BAD,protein_coding,655,717,540,1190,300,104,164,321
ENSG00000002549,LAP3,protein_coding,2171,2519,3838,5070,755,244,333,962
ENSG00000002586,CD99,protein_coding,8472,10236,7187,9435,3946,1454,1172,3055
ENSG00000002587,HS3ST1,protein_coding,75,93,249,430,59,17,16,42
ENSG00000002726,AOC1,protein_coding,4,4,3,4,1,0,0,0
ENSG00000002745,WNT16,protein_coding,0,0,0,0,0,0,0,0
ENSG00000002746,HECW1,protein_coding,0,3,1,1,17,8,10,45
ENSG00000002822,MAD1L1,protein_coding,1,5,2,2,1,3,3,6
ENSG00000002834,LASP1,protein_coding,4506,5080,4658,5493,7807,2710,3012,7976
ENSG00000002919,SNX11,protein_coding,336,346,357,557,419,141,164,431
ENSG00000002933,TMEM176A,protein_coding,0,0,0,0,0,0,0,0
ENSG00000003056,M6PR,protein_coding,2671,2992,2857,3376,2898,1091,1387,3267
ENSG00000003096,KLHL13,protein_coding,69,92,121,211,276,86,119,279
ENSG00000003137,CYP26B1,protein_coding,52,86,32,35,615,182,188,470
ENSG00000003147,ICA1,protein_coding,2688,2872,2793,3628,35,20,16,68
ENSG00000003249,DBNDD1,protein_coding,2041,2289,1505,2320,525,140,180,428
ENSG00000003393,ALS2,protein_coding,2103,2270,1837,1965,794,258,301,979
ENSG00000003400,CASP10,protein_coding,46,53,69,76,1,3,4,5
ENSG00000003402,CFLAR,protein_coding,2824,3346,2889,2999,871,280,322,908
ENSG00000003436,TFPI,protein_coding,9354,10589,5055,5331,3385,1137,764,2231
ENSG00000003509,NDUFAF7,protein_coding,867,960,911,1110,378,168,213,558
ENSG00000003756,RBM5,protein_coding,4830,5110,4053,5114,923,269,303,967
ENSG00000003987,MTMR7,protein_coding,0,2,0,0,4,1,0,3
ENSG00000003989,SLC7A2,protein_coding,779,924,585,635,145,32,108,320
ENSG00000004059,ARF5,protein_coding,2920,3370,2458,4096,776,322,386,1041
ENSG00000004139,SARM1,protein_coding,996,1235,1257,1960,62,28,66,171
ENSG00000004142,POLDIP2,protein_coding,4296,4964,5611,7754,1280,460,687,1635
ENSG00000004399,PLXND1,protein_coding,258,255,85,90,156,66,68,223
ENSG00000004455,AK2,protein_coding,7506,9137,8673,9478,3586,1231,1143,3164
ENSG00000004468,CD38,protein_coding,1,3,9,7,2,1,0,4
ENSG00000004478,FKBP4,protein_coding,9782,12509,15141,18380,4147,1435,1924,4816
ENSG00000004487,KDM1A,protein_coding,4628,5605,3709,4067,1704,583,684,1863
ENSG00000004534,RBM6,protein_coding,7757,8454,4882,5828,553,173,221,564
ENSG00000004660,CAMKK1,protein_coding,467,632,618,675,101,64,114,230
ENSG00000004700,RECQL,protein_coding,2079,2393,2467,2591,3374,1101,861,2481
ENSG00000004766,VPS50,protein_coding,699,879,1143,1082,964,303,371,1060
ENSG00000004776,HSPB6,protein_coding,191,208,111,152,11,2,2,17
ENSG00000004777,ARHGAP33,protein_coding,1242,1171,687,926,32,23,27,64
ENSG00000004779,NDUFAB1,protein_coding,2296,2902,2923,4235,859,304,299,847
ENSG00000004799,PDK4,protein_coding,0,0,2,1,49,15,23,66
ENSG00000004809,SLC22A16,protein_coding,7,10,12,12,2,0,1,3
ENSG00000004838,ZMYND10,protein_coding,81,71,76,94,11,1,3,9
ENSG00000004846,ABCB5,protein_coding,8,17,41,45,1,1,0,4
ENSG00000004848,ARX,protein_coding,39,43,44,77,1,1,1,6
ENSG00000004864,SLC25A13,protein_coding,1270,1692,1718,1897,1011,313,423,1094
ENSG00000004866,ST7,protein_coding,6704,6674,4407,5978,533,205,274,691
ENSG00000004897,CDC27,protein_coding,6257,7823,7060,7090,14660,4433,3503,10131
ENSG00000004939,SLC4A1,protein_coding,6,2,6,5,0,0,0,6
ENSG00000004948,CALCR,protein_coding,1,1,0,0,0,0,0,1
ENSG00000004961,HCCS,protein_coding,1059,1243,855,1096,755,291,356,890
ENSG00000004975,DVL2,protein_coding,2337,2676,1526,2048,640,264,299,783
ENSG00000005001,PRSS22,protein_coding,10,9,6,8,10,3,4,15
ENSG00000005007,UPF1,protein_coding,3736,4481,3092,3704,454,147,180,412
ENSG00000005020,SKAP2,protein_coding,2667,2980,2455,2777,1042,409,334,1190
ENSG00000005022,SLC25A5,protein_coding,6680,8145,7887,9864,3445,1158,1217,3325
ENSG00000005059,MCUB,protein_coding,8,11,20,39,633,200,138,383
ENSG00000005073,HOXA11,protein_coding,8,11,3,2,383,107,143,399
ENSG00000005075,POLR2J,protein_coding,440,554,500,826,296,120,204,429
ENSG00000005100,DHX33,protein_coding,2045,2472,1752,2090,362,118,202,519
ENSG00000005102,MEOX1,protein_coding,0,0,0,0,5,1,2,6
ENSG00000005108,THSD7A,protein_coding,94,128,4,7,0,0,0,2
ENSG00000005156,LIG3,protein_coding,2801,3269,3595,4037,648,247,464,1214
ENSG00000005175,RPAP3,protein_coding,5070,5553,5806,6187,2806,772,950,2743
ENSG00000005187,ACSM3,protein_coding,1196,1258,2414,2509,77,26,52,155
ENSG00000005189,REXO5,protein_coding,779,878,748,782,106,51,65,172
ENSG00000005194,CIAPIN1,protein_coding,1138,1396,1196,1676,601,189,271,802
ENSG00000005206,SPPL2B,protein_coding,1083,1094,736,1107,83,48,74,144
ENSG00000005238,ATOSB,protein_coding,1399,1400,847,1492,527,200,157,378
ENSG00000005243,COPZ2,protein_coding,0,2,4,4,13,9,14,22
ENSG00000005249,PRKAR2B,protein_coding,1436,1529,1219,1231,66,25,24,107
ENSG00000005302,MSL3,protein_coding,2314,2912,1603,1826,2600,841,818,2217
ENSG00000005339,CREBBP,protein_coding,4912,5637,3246,4022,1429,454,419,1075
ENSG00000005379,TSPOAP1,protein_coding,211,232,137,225,104,46,74,167
ENSG00000005381,MPO,protein_coding,1,0,0,0,0,0,0,0
ENSG00000005421,PON1,protein_coding,0,2,0,1,0,0,0,1
ENSG00000005436,GCFC2,protein_coding,1465,1769,1740,1774,770,259,349,965
ENSG00000005448,WDR54,protein_coding,397,459,276,457,769,322,157,374
ENSG00000005469,CROT,protein_coding,1000,1282,1135,1435,321,124,176,433
ENSG00000005471,ABCB4,protein_coding,2,2,5,11,4,3,4,7
ENSG00000005483,KMT2E,protein_coding,13093,14436,6957,7534,2703,910,488,1658
ENSG00000005486,RHBDD2,protein_coding,1397,1441,718,1066,337,158,156,377
ENSG00000005513,SOX8,protein_coding,172,171,332,478,33,6,18,39
ENSG00000005700,IBTK,protein_coding,4304,4673,5317,5840,1402,444,490,1344
ENSG00000005801,ZNF195,protein_coding,1736,2152,2021,2098,589,190,260,724
ENSG00000005810,MYCBP2,protein_coding,7788,10176,9581,10340,673,197,229,715
ENSG00000005812,FBXL3,protein_coding,3530,4359,3124,3101,1321,400,285,834
ENSG00000005844,ITGAL,protein_coding,24,12,16,5,0,0,0,0
ENSG00000005882,PDK2,protein_coding,1947,2054,1902,2543,638,230,276,855
ENSG00000005884,ITGA3,protein_coding,672,677,360,595,7054,2776,1937,5191
ENSG00000005889,ZFX,protein_coding,2517,2978,1561,1478,3462,1036,1081,2936
ENSG00000005893,LAMP2,protein_coding,6347,7092,7242,7106,5074,1677,1656,4551
ENSG00000005961,ITGA2B,protein_coding,13,10,3,6,26,15,15,43
ENSG00000005981,ASB4,protein_coding,0,0,0,0,1,0,3,3
ENSG00000006007,GDE1,protein_coding,12064,12420,3363,4632,5926,1901,1381,3761
ENSG00000006015,REX1BD,protein_coding,362,428,496,978,146,75,123,286
ENSG00000006016,CRLF1,protein_coding,22,13,4,6,22,6,13,27
ENSG00000006025,OSBPL7,protein_coding,71,100,3,23,228,102,87,224
ENSG00000006042,TMEM98,protein_coding,965,1055,1165,1743,748,307,326,943
ENSG00000006047,YBX2,protein_coding,169,190,134,164,1,0,0,5
ENSG00000006059,KRT33A,protein_coding,0,0,0,0,0,0,0,0
ENSG00000006062,MAP3K14,protein_coding,275,342,408,609,772,291,401,1017
ENSG00000006071,ABCC8,protein_coding,278,253,276,374,5,2,7,14
ENSG00000006116,CACNG3,protein_coding,0,0,0,0,2,0,0,0
ENSG00000006118,TMEM132A,protein_coding,2508,2894,1565,3377,1062,373,472,1049
ENSG00000006125,AP2B1,protein_coding,10635,12538,12095,13466,4133,1468,1691,4437
ENSG00000006128,TAC1,protein_coding,0,1,0,0,0,0,0,1
ENSG00000006194,ZNF263,protein_coding,1564,1766,1521,2144,89,32,37,116
ENSG00000006210,CX3CL1,protein_coding,2,2,1,2,4,0,2,3
ENSG00000006282,SPATA20,protein_coding,4275,4937,3876,5566,596,237,338,825
ENSG00000006283,CACNA1G,protein_coding,32,58,9,14,54,19,26,58
ENSG00000006327,TNFRSF12A,protein_coding,514,589,231,385,2654,955,1740,3797
ENSG00000006377,DLX6,protein_coding,2,0,0,0,8,2,3,4
ENSG00000006432,MAP3K9,protein_coding,925,1056,591,807,3634,1255,1253,3099
ENSG00000006451,RALA,protein_coding,2698,2898,2975,3601,1576,507,491,1263
ENSG00000006453,BAIAP2L1,protein_coding,2808,3112,3109,3597,956,336,295,708
ENSG00000006459,KDM7A,protein_coding,1728,1798,941,835,324,83,90,236
ENSG00000006468,ETV1,protein_coding,15021,17290,11349,11337,1921,614,798,2282
ENSG00000006530,AGK,protein_coding,2527,2747,3413,4181,860,311,457,1300
ENSG00000006534,ALDH3B1,protein_coding,71,46,74,88,395,201,340,848
ENSG00000006555,TTC22,protein_coding,0,1,0,2,93,29,30,93
ENSG00000006576,PHTF2,protein_coding,2112,2562,1864,1733,753,259,255,832
ENSG00000006606,CCL26,protein_coding,35,58,2,4,198,64,72,182
ENSG00000006607,FARP2,protein_coding,2851,3408,2240,2632,333,118,104,370
ENSG00000006611,USH1C,protein_coding,12,8,1,2,1,0,0,4
ENSG00000006625,GGCT,protein_coding,2288,2619,4936,6435,469,157,243,541
ENSG00000006634,DBF4,protein_coding,2109,2442,2897,2839,1149,398,496,1368
ENSG00000006638,TBXA2R,protein_coding,6,2,2,2,18,10,22,32
ENSG00000006652,IFRD1,protein_coding,1048,1049,960,973,186,65,70,197
ENSG00000006659,LGALS14,protein_coding,0,0,0,0,0,0,0,0
ENSG00000006695,COX10,protein_coding,649,682,952,1089,658,252,385,1063
ENSG00000006704,GTF2IRD1,protein_coding,1319,1434,714,955,207,67,114,288
ENSG00000006712,PAF1,protein_coding,5697,6716,5295,6726,695,182,289,789
ENSG00000006715,VPS41,protein_coding,1799,2180,2239,2604,1927,631,729,1915
ENSG00000006740,ARHGAP44,protein_coding,1176,1179,739,1060,247,84,115,312
ENSG00000006744,ELAC2,protein_coding,2608,2995,3368,4235,500,144,299,680
ENSG00000006747,SCIN,protein_coding,49,74,77,83,12,5,6,20
ENSG00000006756,ARSD,protein_coding,1634,1832,1756,2382,387,137,168,453
ENSG00000006757,PNPLA4,protein_coding,1080,1252,1545,2289,466,192,265,657
ENSG00000006788,MYH13,protein_coding,9,21,6,14,0,0,0,0
ENSG00000006831,ADIPOR2,protein_coding,1857,2192,1735,2241,417,153,174,512
ENSG00000006837,CDKL3,protein_coding,47,75,56,78,5,2,3,12
ENSG00000007001,UPP2,protein_coding,0,0,1,0,0,0,1,0
ENSG00000007038,PRSS21,protein_coding,0,0,0,0,0,0,0,0
ENSG00000007047,MARK4,protein_coding,568,638,347,542,102,31,46,113
ENSG00000007062,PROM1,protein_coding,1,3,5,6,12,4,1,2
ENSG00000007080,CCDC124,protein_coding,2495,2581,2632,4398,743,284,453,1070
ENSG00000007129,CEACAM21,protein_coding,1,0,0,0,0,0,0,0
ENSG00000007168,PAFAH1B1,protein_coding,6075,7527,5635,6061,3885,1335,1009,2985
ENSG00000007171,NOS2,protein_coding,0,1,0,0,18,5,11,15
ENSG00000007174,DNAH9,protein_coding,106,101,70,89,1,0,0,0
ENSG00000007202,BLTP2,protein_coding,15023,18280,13095,16669,6117,1893,2171,5899
ENSG00000007216,SLC13A2,protein_coding,0,1,0,1,0,0,0,0
ENSG00000007237,GAS7,protein_coding,21,17,5,9,1,2,4,2
ENSG00000007255,TRAPPC6A,protein_coding,170,158,188,355,42,19,31,66
ENSG00000007264,MATK,protein_coding,9,6,5,13,7,6,7,23
ENSG00000007306,CEACAM7,protein_coding,0,0,0,0,0,0,0,0
ENSG00000007312,CD79B,protein_coding,0,0,0,0,0,0,1,0
ENSG00000007314,SCN4A,protein_coding,0,1,2,0,2,1,2,2
ENSG00000007341,ST7L,protein_coding,1006,1155,1519,1735,714,246,286,715
ENSG00000007350,TKTL1,protein_coding,10,16,8,4,2,0,0,0
ENSG00000007372,PAX6,protein_coding,0,0,0,2,340,105,143,347
ENSG00000007376,RPUSD1,protein_coding,632,815,561,1023,555,196,371,880
ENSG00000007384,RHBDF1,protein_coding,1683,1998,1071,1392,451,141,128,340
ENSG00000007392,LUC7L,protein_coding,3983,4509,2378,2716,115,31,35,117
ENSG00000007402,CACNA2D2,protein_coding,279,209,242,392,97,29,50,131
ENSG00000007516,BAIAP3,protein_coding,300,315,233,296,90,37,44,75
ENSG00000007520,TSR3,protein_coding,1458,1627,1767,2788,379,130,238,625
ENSG00000007541,PIGQ,protein_coding,756,794,494,846,165,71,85,245
ENSG00000007545,CRAMP1,protein_coding,473,617,405,535,36,18,9,30
ENSG00000007866,TEAD3,protein_coding,1223,1398,754,1055,286,113,73,234
ENSG00000007908,SELE,protein_coding,0,4,1,2,0,0,0,0
ENSG00000007923,DNAJC11,protein_coding,3514,4048,3435,4340,1234,437,506,1256
ENSG00000007933,FMO3,protein_coding,6,6,4,3,1,0,0,1
ENSG00000007944,MYLIP,protein_coding,1014,1057,721,963,303,103,173,422
ENSG00000007952,NOX1,protein_coding,5,4,7,5,2,0,0,0
ENSG00000007968,E2F2,protein_coding,253,354,379,352,61,27,36,121
ENSG00000008018,PSMB1,protein_coding,5985,7865,9111,9303,2504,833,895,2188
ENSG00000008056,SYN1,protein_coding,11,3,4,6,41,8,2,15
ENSG00000008083,JARID2,protein_coding,1948,2309,1351,1696,333,125,136,313
ENSG00000008086,CDKL5,protein_coding,468,539,461,464,2229,750,491,1474
ENSG00000008118,CAMK1G,protein_coding,1,2,1,4,1,2,2,7
ENSG00000008128,CDK11A,protein_coding,126,124,61,104,1,0,0,1
ENSG00000008130,NADK,protein_coding,1871,2162,1863,2041,168,75,110,313
ENSG00000008196,TFAP2B,protein_coding,1,0,1,2,0,0,1,0
ENSG00000008197,TFAP2D,protein_coding,0,0,0,0,0,0,0,0
ENSG00000008226,DLEC1,protein_coding,11,11,9,1,3,0,0,0
ENSG00000008256,CYTH3,protein_coding,1233,1476,2079,2221,155,46,71,219
ENSG00000008277,ADAM22,protein_coding,699,852,1143,1294,331,110,154,385
ENSG00000008282,SYPL1,protein_coding,5437,6652,6669,5931,2529,906,746,2087
ENSG00000008283,CYB561,protein_coding,4166,5081,4765,5101,1556,542,818,2065
ENSG00000008294,SPAG9,protein_coding,2363,2610,2285,2463,1758,520,566,1628
ENSG00000008300,CELSR3,protein_coding,796,880,294,440,77,39,34,76
ENSG00000008311,AASS,protein_coding,1484,1723,2321,2536,1054,343,440,1380
ENSG00000008323,PLEKHG6,protein_coding,65,66,34,41,33,11,14,48
ENSG00000008324,SS18L2,protein_coding,370,441,354,470,86,31,38,101
ENSG00000008382,MPND,protein_coding,209,225,258,587,41,16,45,69
ENSG00000008394,MGST1,protein_coding,8073,9380,16985,20726,5746,1955,1920,5870
ENSG00000008405,CRY1,protein_coding,1138,1312,709,850,726,230,220,449
ENSG00000008438,PGLYRP1,protein_coding,0,0,1,0,0,0,0,0
ENSG00000008441,NFIX,protein_coding,29257,32151,27236,38149,1574,521,540,1593
ENSG00000008513,ST3GAL1,protein_coding,32370,35414,27679,35216,3966,1340,1053,2581
ENSG00000008516,MMP25,protein_coding,17,27,14,11,7,8,5,17
ENSG00000008517,IL32,protein_coding,759,866,352,381,425,183,187,491
ENSG00000008710,PKD1,protein_coding,2866,2791,1835,2950,250,104,130,346
ENSG00000008735,MAPK8IP2,protein_coding,421,507,388,846,23,3,4,9
ENSG00000008838,MED24,protein_coding,2225,2789,1938,2735,511,175,272,582
ENSG00000008853,RHOBTB2,protein_coding,728,782,841,1102,629,211,360,920
ENSG00000008869,HEATR5B,protein_coding,1876,2195,2014,2303,797,285,325,792
ENSG00000008952,SEC62,protein_coding,7788,8856,9275,11513,440,105,151,538
ENSG00000008988,RPS20,protein_coding,11305,13318,13385,21114,2731,894,1159,2672
ENSG00000009307,CSDE1,protein_coding,41494,47056,42728,47535,11894,3690,3728,10599
ENSG00000009335,UBE3C,protein_coding,5753,6801,5912,6550,3281,1052,1259,3044
ENSG00000009413,REV3L,protein_coding,2083,2643,1569,1658,1073,343,492,1325
ENSG00000009694,TENM1,protein_coding,1300,1445,474,567,19,9,1,16
ENSG00000009709,PAX7,protein_coding,0,0,0,1,1,0,0,0
ENSG00000009724,MASP2,protein_coding,4,2,10,12,0,1,1,7
ENSG00000009765,IYD,protein_coding,501,545,618,572,0,1,2,0
ENSG00000009780,FAM76A,protein_coding,546,569,602,683,267,81,111,320
ENSG00000009790,TRAF3IP3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000009830,POMT2,protein_coding,1359,1636,971,1137,202,69,87,230
ENSG00000009844,VTA1,protein_coding,4157,4723,4301,4549,2411,856,860,2552
ENSG00000009950,MLXIPL,protein_coding,270,238,268,332,31,14,25,61
ENSG00000009954,BAZ1B,protein_coding,10064,11624,9098,9983,518,159,261,678
ENSG00000010017,RANBP9,protein_coding,4308,4449,3051,3313,780,242,252,807
ENSG00000010030,ETV7,protein_coding,4,11,24,40,7,0,1,3
ENSG00000010072,SPRTN,protein_coding,688,862,777,862,292,96,127,400
ENSG00000010165,METTL13,protein_coding,887,1140,1418,1897,819,279,490,1197
ENSG00000010219,DYRK4,protein_coding,876,1025,806,1026,327,99,166,462
ENSG00000010244,ZNF207,protein_coding,7328,8594,7967,9303,3514,1302,1351,3776
ENSG00000010256,UQCRC1,protein_coding,3153,3580,2873,4982,2023,670,918,2203
ENSG00000010270,STARD3NL,protein_coding,1721,1897,1921,2304,924,319,344,915
ENSG00000010278,CD9,protein_coding,43738,43145,30623,46343,2801,875,714,1954
ENSG00000010282,HHATL,protein_coding,2,4,7,3,0,0,0,0
ENSG00000010292,NCAPD2,protein_coding,4935,5757,5724,5870,4575,1613,1829,5081
ENSG00000010295,IFFO1,protein_coding,15,16,13,3,18,4,4,6
ENSG00000010310,GIPR,protein_coding,0,1,0,3,15,6,1,10
ENSG00000010318,PHF7,protein_coding,382,374,423,497,103,44,53,159
ENSG00000010319,SEMA3G,protein_coding,350,336,348,400,10,4,5,13
ENSG00000010322,NISCH,protein_coding,4654,5022,4011,5525,708,255,333,888
ENSG00000010327,STAB1,protein_coding,16,10,5,7,1,0,0,3
ENSG00000010361,FUZ,protein_coding,258,275,150,244,61,7,26,63
ENSG00000010379,SLC6A13,protein_coding,5,7,10,13,0,0,1,1
ENSG00000010404,IDS,protein_coding,330,162,232,145,165,56,70,170
ENSG00000010438,PRSS3,protein_coding,0,1,1,4,52,15,5,30
ENSG00000010539,ZNF200,protein_coding,487,593,529,518,104,45,49,138
ENSG00000010610,CD4,protein_coding,15,19,9,18,0,0,0,0
ENSG00000010626,LRRC23,protein_coding,453,511,603,666,80,36,45,100
ENSG00000010671,BTK,protein_coding,7,4,7,8,7,2,4,18
ENSG00000010704,HFE,protein_coding,152,211,228,187,0,0,0,0
ENSG00000010803,SCMH1,protein_coding,2428,2641,2628,3194,476,154,199,653
ENSG00000010810,FYN,protein_coding,273,287,93,193,343,110,118,328
ENSG00000010818,HIVEP2,protein_coding,3024,3488,1815,1965,2075,661,429,1213
ENSG00000010932,FMO1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000011007,ELOA,protein_coding,3676,4353,3143,3854,860,317,359,987
ENSG00000011009,LYPLA2,protein_coding,1134,1272,831,1275,256,93,152,334
ENSG00000011021,CLCN6,protein_coding,1045,1326,769,878,190,67,68,233
ENSG00000011028,MRC2,protein_coding,11,4,13,14,341,129,104,295
ENSG00000011052,NME1-NME2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000011083,SLC6A7,protein_coding,0,0,0,0,0,1,0,0
ENSG00000011105,TSPAN9,protein_coding,771,873,871,1374,369,147,222,549
ENSG00000011114,BTBD7,protein_coding,2683,3077,2243,2339,506,169,176,476
ENSG00000011132,APBA3,protein_coding,425,462,326,521,191,76,109,310
ENSG00000011143,MKS1,protein_coding,757,888,744,883,253,115,175,430
ENSG00000011198,ABHD5,protein_coding,1561,1738,1600,1723,1799,640,457,1337
ENSG00000011201,ANOS1,protein_coding,3,1,5,3,4324,1488,1302,3697
ENSG00000011243,AKAP8L,protein_coding,5429,5977,3170,4290,891,278,314,864
ENSG00000011258,MBTD1,protein_coding,1983,2202,1879,2010,1756,588,568,1557
ENSG00000011260,UTP18,protein_coding,1139,1312,1291,1528,276,88,119,333
ENSG00000011275,RNF216,protein_coding,1488,1800,1136,1445,1140,391,462,1236
ENSG00000011295,TTC19,protein_coding,4711,5398,3334,3585,574,236,232,733
ENSG00000011304,PTBP1,protein_coding,6628,8023,7617,9060,2877,970,903,2540
ENSG00000011332,DPF1,protein_coding,248,234,206,259,50,22,25,83
ENSG00000011347,SYT7,protein_coding,3976,3951,2779,3724,115,46,36,151
ENSG00000011376,LARS2,protein_coding,2283,2612,3405,4234,692,226,380,1016
ENSG00000011405,PIK3C2A,protein_coding,6028,6639,4504,4376,2089,572,690,1868
ENSG00000011422,PLAUR,protein_coding,68,82,37,50,2280,991,711,1792
ENSG00000011426,ANLN,protein_coding,4614,5435,6349,6143,10819,3442,3584,10306
ENSG00000011451,WIZ,protein_coding,5091,5634,2363,3349,653,234,285,697
ENSG00000011454,RABGAP1,protein_coding,5568,6443,5580,6137,426,128,149,429
ENSG00000011465,DCN,protein_coding,2,0,0,0,0,0,0,0
ENSG00000011478,QPCTL,protein_coding,132,145,112,183,132,54,73,182
ENSG00000011485,PPP5C,protein_coding,1627,1821,1880,2359,551,200,326,842
ENSG00000011523,CEP68,protein_coding,565,553,746,867,370,159,220,643
ENSG00000011566,MAP4K3,protein_coding,1517,1623,1238,1275,852,291,245,786
ENSG00000011590,ZBTB32,protein_coding,0,4,1,4,3,0,0,0
ENSG00000011600,TYROBP,protein_coding,0,0,0,0,0,0,0,0
ENSG00000011638,LDAF1,protein_coding,575,641,441,522,227,78,92,211
ENSG00000011677,GABRA3,protein_coding,175,218,174,234,255,69,64,181
ENSG00000012048,BRCA1,protein_coding,2071,2480,3457,3561,674,256,329,914
ENSG00000012061,ERCC1,protein_coding,763,876,855,1160,1115,456,457,1092
ENSG00000012124,CD22,protein_coding,11,19,7,3,0,0,2,0
ENSG00000012171,SEMA3B,protein_coding,560,629,304,604,353,144,95,290
ENSG00000012174,MBTPS2,protein_coding,1976,2386,2348,2385,3042,1191,1337,3596
ENSG00000012211,PRICKLE3,protein_coding,707,879,594,903,139,47,69,166
ENSG00000012223,LTF,protein_coding,21,28,106,257,0,0,0,0
ENSG00000012232,EXTL3,protein_coding,1249,1431,878,1195,1439,502,583,1585
ENSG00000012504,NR1H4,protein_coding,2,6,0,1,0,0,0,0
ENSG00000012660,ELOVL5,protein_coding,164598,203178,86531,96495,6645,2250,2878,7278
ENSG00000012779,ALOX5,protein_coding,16,14,6,10,59,23,19,36
ENSG00000012817,KDM5D,protein_coding,1949,2357,2087,2515,0,0,0,0
ENSG00000012822,CALCOCO1,protein_coding,3069,3083,1652,1917,1147,389,252,825
ENSG00000012963,UBR7,protein_coding,1800,2044,1877,2189,522,163,202,539
ENSG00000012983,MAP4K5,protein_coding,3532,3818,2309,2359,4337,1402,1096,3051
ENSG00000013016,EHD3,protein_coding,569,695,711,1185,294,87,160,359
ENSG00000013275,PSMC4,protein_coding,3442,3967,3132,4382,1627,540,593,1634
ENSG00000013288,MAN2B2,protein_coding,1884,2253,1892,2244,149,51,50,150
ENSG00000013293,SLC7A14,protein_coding,0,0,0,0,0,1,1,0
ENSG00000013297,CLDN11,protein_coding,9,11,7,4,237,108,125,409
ENSG00000013306,SLC25A39,protein_coding,3060,3539,3047,5465,4753,1723,2528,6259
ENSG00000013364,MVP,protein_coding,221,258,296,475,470,172,208,569
ENSG00000013374,NUB1,protein_coding,3463,4004,4573,5368,1025,339,438,1235
ENSG00000013375,PGM3,protein_coding,2479,3186,3345,3441,2242,792,621,1796
ENSG00000013392,RWDD2A,protein_coding,1719,2242,2000,2264,103,35,29,94
ENSG00000013441,CLK1,protein_coding,11481,11651,4603,5021,2659,833,543,1239
ENSG00000013503,POLR3B,protein_coding,1373,1817,2675,2852,706,225,345,929
ENSG00000013523,ANGEL1,protein_coding,1500,1631,1335,1943,144,57,104,306
ENSG00000013561,RNF14,protein_coding,2483,2864,2420,3005,636,211,239,690
ENSG00000013563,DNASE1L1,protein_coding,1074,1127,706,1102,144,65,82,184
ENSG00000013573,DDX11,protein_coding,1105,1160,894,1054,270,90,147,344
ENSG00000013583,HEBP1,protein_coding,1340,1663,2125,2151,388,127,166,406
ENSG00000013588,GPRC5A,protein_coding,3,4,7,5,11807,4166,2137,5802
ENSG00000013619,MAMLD1,protein_coding,107,89,55,66,190,73,69,216
ENSG00000013725,CD6,protein_coding,0,0,0,0,12,6,7,16
ENSG00000013810,TACC3,protein_coding,3971,4613,3694,4454,686,204,371,853
ENSG00000014123,UFL1,protein_coding,3447,3759,4935,5160,739,289,346,973
ENSG00000014138,POLA2,protein_coding,193,243,176,240,264,121,161,387
ENSG00000014164,ZC3H3,protein_coding,232,286,203,332,239,110,96,315
ENSG00000014216,CAPN1,protein_coding,4136,4762,2983,4309,3607,1275,998,2634
ENSG00000014257,ACP3,protein_coding,316,408,1202,1378,58,25,20,40
ENSG00000014641,MDH1,protein_coding,2553,3069,2922,3602,1794,657,638,1676
ENSG00000014824,SLC30A9,protein_coding,9355,10137,10434,12498,2075,738,542,1439
